110	-26,380135
220,715332	-13,019679
331,072998	-19,052910
441,430664	-20,444248
551,788330	-14,503429
662,145996	-11,870861
772,503662	-24,651722
882,861328	-21,340242
993,218994	-39,460831
1103,576660	-27,407343
1213,934326	-24,341175
1323,619080	-30,014639
1433,976746	-23,477837
1544,334412	-46,817516
1654,692078	-25,766737
1765,049744	-26,602474
1875,407410	-28,231041
1985,765076	-25,646526
2096,122742	-46,598385
2206,480408	-26,313890
2316,838074	-36,638248
2427,195740	-33,156235
2537,553406	-30,277243
2647,911072	-43,317135
2758,268738	-41,904842
