110	-26,791208
220,715332	-18,841078
331,072998	-22,579931
441,430664	-29,945862
551,788330	-41,862118
663,491821	-44,273819
773,849487	-37,072086
885,552979	-36,086094
997,256470	-36,805763
1108,959961	-48,424873
1220,663452	-61,673580
1333,039856	-57,469055
1445,416260	-51,559879
1557,792664	-47,191719
1670,841980	-45,825905
1785,237122	-56,949753
1899,632263	-55,676445
2014,027405	-55,447979
2129,768372	-56,107231
2245,509338	-63,803959
2361,250305	-70,005333
2478,337097	-86,853645
2597,442627	-72,651764
2713,183594	-76,906197
2831,616211	-88,338013
